시간,유형,메시지
"오전 11:27:06","success","[223/825] 관광진흥과(별빛누리공원) : 주소 검색 성공[road]"
"오전 11:27:06","info","[223/825] 관광진흥과(별빛누리공원) : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 관광진흥과"""
"오전 11:27:06","info","[223/825] 관광진흥과(별빛누리공원) : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:06","success","[223/825] 관광진흥과(별빛누리공원) : 변환 성공"
"오전 11:27:06","info","[224/825] 체육진흥과 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 오라일동 3817-2"""
"오전 11:27:07","info","[224/825] 체육진흥과 : 역지오코딩 검증 중..."
"오전 11:27:07","success","[224/825] 체육진흥과 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:07","success","[224/825] 체육진흥과 : 주소 검색 성공[jibun]"
"오전 11:27:07","info","[224/825] 체육진흥과 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 체육진흥과"""
"오전 11:27:07","warning","[224/825] 체육진흥과 : [DOUBLE-CHECK] 시설명 위치와 불일치 (27490m)"
"오전 11:27:07","success","[224/825] 체육진흥과 : 변환 성공"
"오전 11:27:07","info","[225/825] 우당도서관 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 사라봉동길 30"""
"오전 11:27:07","info","[225/825] 우당도서관 : 역지오코딩 검증 중..."
"오전 11:27:08","success","[225/825] 우당도서관 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:08","success","[225/825] 우당도서관 : 주소 검색 성공[road]"
"오전 11:27:08","info","[225/825] 우당도서관 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 우당도서관"""
"오전 11:27:08","success","[225/825] 우당도서관 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (102m)"
"오전 11:27:08","success","[225/825] 우당도서관 : 변환 성공"
"오전 11:27:08","info","[226/825] 제주 아트센터 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 오남로 231"""
"오전 11:27:08","info","[Cache] 지오코딩 결과 재사용: ""제주특별자치도 제주시 오남로 231"""
"오전 11:27:08","info","[226/825] 제주 아트센터 : 역지오코딩 검증 중..."
"오전 11:27:08","info","[Cache] 역지오코딩 결과 재사용: 33.475104,126.515519"
"오전 11:27:08","success","[226/825] 제주 아트센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:08","success","[226/825] 제주 아트센터 : 주소 검색 성공[road]"
"오전 11:27:08","info","[226/825] 제주 아트센터 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주 아트센터"""
"오전 11:27:09","success","[226/825] 제주 아트센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (4m)"
"오전 11:27:09","success","[226/825] 제주 아트센터 : 변환 성공"
"오전 11:27:09","info","[227/825] 보건행정과 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 연삼로 264"""
"오전 11:27:09","info","[227/825] 보건행정과 : 역지오코딩 검증 중..."
"오전 11:27:09","success","[227/825] 보건행정과 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:09","success","[227/825] 보건행정과 : 주소 검색 성공[road]"
"오전 11:27:09","info","[227/825] 보건행정과 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 보건행정과"""
"오전 11:27:10","info","[227/825] 보건행정과 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:10","success","[227/825] 보건행정과 : 변환 성공"
"오전 11:27:10","info","[228/825] 추자보건지소 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 연삼로 264"""
"오전 11:27:10","info","[Cache] 지오코딩 결과 재사용: ""제주특별자치도 제주시 연삼로 264"""
"오전 11:27:10","info","[228/825] 추자보건지소 : 역지오코딩 검증 중..."
"오전 11:27:10","info","[Cache] 역지오코딩 결과 재사용: 33.491600,126.520238"
"오전 11:27:10","success","[228/825] 추자보건지소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:10","success","[228/825] 추자보건지소 : 주소 검색 성공[road]"
"오전 11:27:10","info","[228/825] 추자보건지소 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 추자보건지소"""
"오전 11:27:10","warning","[228/825] 추자보건지소 : [DOUBLE-CHECK] 시설명 위치와 불일치 (56122m)"
"오전 11:27:10","success","[228/825] 추자보건지소 : 변환 성공"
"오전 11:27:10","info","[229/825] 건강증진과(노형건강생활지원센터) : 주소 검색 시도[road]-> ""제주특별자치도 제주시 노형9길 9-4"""
"오전 11:27:11","info","[229/825] 건강증진과(노형건강생활지원센터) : 역지오코딩 검증 중..."
"오전 11:27:11","success","[229/825] 건강증진과(노형건강생활지원센터) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:11","success","[229/825] 건강증진과(노형건강생활지원센터) : 주소 검색 성공[road]"
"오전 11:27:11","info","[229/825] 건강증진과(노형건강생활지원센터) : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 건강증진과"""
"오전 11:27:11","warning","[229/825] 건강증진과(노형건강생활지원센터) : [DOUBLE-CHECK] 시설명 위치와 불일치 (1524m)"
"오전 11:27:11","success","[229/825] 건강증진과(노형건강생활지원센터) : 변환 성공"
"오전 11:27:11","info","[230/825] 건강증진과(화북건강생활지원센터) : 주소 검색 시도[road]-> ""제주특별자치도 제주시 동화로1길 45-22"""
"오전 11:27:11","info","[230/825] 건강증진과(화북건강생활지원센터) : 역지오코딩 검증 중..."
"오전 11:27:12","success","[230/825] 건강증진과(화북건강생활지원센터) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:12","success","[230/825] 건강증진과(화북건강생활지원센터) : 주소 검색 성공[road]"
"오전 11:27:12","info","[230/825] 건강증진과(화북건강생활지원센터) : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 건강증진과"""
"오전 11:27:12","info","[Cache] 키워드 검색 결과 재사용: ""제주특별자치도 건강증진과"""
"오전 11:27:12","warning","[230/825] 건강증진과(화북건강생활지원센터) : [DOUBLE-CHECK] 시설명 위치와 불일치 (8855m)"
"오전 11:27:12","success","[230/825] 건강증진과(화북건강생활지원센터) : 변환 성공"
"오전 11:27:12","info","[231/825] 제주시 서부보건소 본관 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 강구로 5"""
"오전 11:27:12","info","[231/825] 제주시 서부보건소 본관 : 역지오코딩 검증 중..."
"오전 11:27:12","success","[231/825] 제주시 서부보건소 본관 : 역지오코딩 검증[GOOD] - 동일 강구 "
"오전 11:27:12","success","[231/825] 제주시 서부보건소 본관 : 주소 검색 성공[road]"
"오전 11:27:12","info","[231/825] 제주시 서부보건소 본관 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주시 서부보건소 본관"""
"오전 11:27:12","info","[231/825] 제주시 서부보건소 본관 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:12","success","[231/825] 제주시 서부보건소 본관 : 변환 성공"
"오전 11:27:12","info","[232/825] 제주시 서부보건소 별관 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 강구로 5"""
"오전 11:27:12","info","[Cache] 지오코딩 결과 재사용: ""제주특별자치도 제주시 강구로 5"""
"오전 11:27:12","info","[232/825] 제주시 서부보건소 별관 : 역지오코딩 검증 중..."
"오전 11:27:12","info","[Cache] 역지오코딩 결과 재사용: 33.412084,126.269529"
"오전 11:27:12","success","[232/825] 제주시 서부보건소 별관 : 역지오코딩 검증[GOOD] - 동일 강구 "
"오전 11:27:12","success","[232/825] 제주시 서부보건소 별관 : 주소 검색 성공[road]"
"오전 11:27:12","info","[232/825] 제주시 서부보건소 별관 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주시 서부보건소 별관"""
"오전 11:27:13","info","[232/825] 제주시 서부보건소 별관 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:13","success","[232/825] 제주시 서부보건소 별관 : 변환 성공"
"오전 11:27:13","info","[233/825] 애월보건지소 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 애월로 167"""
"오전 11:27:13","info","[233/825] 애월보건지소 : 역지오코딩 검증 중..."
"오전 11:27:13","warning","[233/825] 애월보건지소 : 역지오코딩 검증[WARNING] - 주소 불일치(원본: 제주특별자치도 제주시 애월로 167, 역변환: 제주특별자치도 제주시 애월읍 애월로 167)"
"오전 11:27:13","success","[233/825] 애월보건지소 : 주소 검색 성공[road]"
"오전 11:27:13","info","[233/825] 애월보건지소 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 애월보건지소"""
"오전 11:27:13","success","[233/825] 애월보건지소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오전 11:27:13","success","[233/825] 애월보건지소 : 변환 성공"
"오전 11:27:13","info","[234/825] 한경보건지소 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 두신로 118-2"""
"오전 11:27:13","info","[234/825] 한경보건지소 : 역지오코딩 검증 중..."
"오전 11:27:13","warning","[234/825] 한경보건지소 : 역지오코딩 검증[WARNING] - 주소 불일치(원본: 제주특별자치도 제주시 두신로 118-2, 역변환: 제주특별자치도 제주시 한경면 두신로 118-2)"
"오전 11:27:13","success","[234/825] 한경보건지소 : 주소 검색 성공[road]"
"오전 11:27:13","info","[234/825] 한경보건지소 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 한경보건지소"""
"오전 11:27:13","success","[234/825] 한경보건지소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (6m)"
"오전 11:27:13","success","[234/825] 한경보건지소 : 변환 성공"
"오전 11:27:13","info","[235/825] 동부보건소 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 김녕로14길 6"""
"오전 11:27:14","info","[235/825] 동부보건소 : 역지오코딩 검증 중..."
"오전 11:27:14","warning","[235/825] 동부보건소 : 역지오코딩 검증[WARNING] - 주소 불일치(원본: 제주특별자치도 제주시 김녕로14길 6, 역변환: 제주특별자치도 제주시 구좌읍 김녕로14길 6)"
"오전 11:27:14","success","[235/825] 동부보건소 : 주소 검색 성공[road]"
"오전 11:27:14","info","[235/825] 동부보건소 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 동부보건소"""
"오전 11:27:14","success","[235/825] 동부보건소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오전 11:27:14","success","[235/825] 동부보건소 : 변환 성공"
"오전 11:27:14","info","[236/825] 한림읍 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 한림상로 132"""
"오전 11:27:14","info","[236/825] 한림읍 : 역지오코딩 검증 중..."
"오전 11:27:14","warning","[236/825] 한림읍 : 역지오코딩 검증[WARNING] - 주소 불일치(원본: 제주특별자치도 제주시 한림상로 132, 역변환: 제주특별자치도 제주시 한림읍 한림상로 132)"
"오전 11:27:14","success","[236/825] 한림읍 : 주소 검색 성공[road]"
"오전 11:27:14","info","[236/825] 한림읍 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 한림읍"""
"오전 11:27:14","warning","[236/825] 한림읍 : [DOUBLE-CHECK] 시설명 위치와 불일치 (6055m)"
"오전 11:27:14","success","[236/825] 한림읍 : 변환 성공"
"오전 11:27:14","info","[237/825] 제주항 6부두 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 임항로 191"""
"오전 11:27:14","info","[Cache] 지오코딩 결과 재사용: ""제주특별자치도 제주시 임항로 191"""
"오전 11:27:14","info","[237/825] 제주항 6부두 : 역지오코딩 검증 중..."
"오전 11:27:14","info","[Cache] 역지오코딩 결과 재사용: 33.525837,126.544079"
"오전 11:27:15","success","[237/825] 제주항 6부두 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:15","success","[237/825] 제주항 6부두 : 주소 검색 성공[road]"
"오전 11:27:15","info","[237/825] 제주항 6부두 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주항 6부두"""
"오전 11:27:15","warning","[237/825] 제주항 6부두 : [DOUBLE-CHECK] 시설명 위치와 불일치 (265m)"
"오전 11:27:15","success","[237/825] 제주항 6부두 : 변환 성공"
"오전 11:27:15","info","[238/825] 횡간도3 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 추자면 대서리 산87"""
"오전 11:27:15","info","[238/825] 횡간도3 : 역지오코딩 검증 중..."
"오전 11:27:15","success","[238/825] 횡간도3 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:15","success","[238/825] 횡간도3 : 주소 검색 성공[jibun]"
"오전 11:27:15","info","[238/825] 횡간도3 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 횡간도3"""
"오전 11:27:15","info","[238/825] 횡간도3 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:15","success","[238/825] 횡간도3 : 변환 성공"
"오전 11:27:15","info","[239/825] 상추자대합실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 추자면 추자로 3"""
"오전 11:27:15","info","[239/825] 상추자대합실 : 역지오코딩 검증 중..."
"오전 11:27:15","success","[239/825] 상추자대합실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:15","success","[239/825] 상추자대합실 : 주소 검색 성공[road]"
"오전 11:27:15","info","[239/825] 상추자대합실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 상추자대합실"""
"오전 11:27:16","success","[239/825] 상추자대합실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오전 11:27:16","success","[239/825] 상추자대합실 : 변환 성공"
"오전 11:27:16","info","[240/825] 후포 해안변 공원 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 추자면 대서 5길 87"""
"오전 11:27:16","info","[240/825] 후포 해안변 공원 : 역지오코딩 검증 중..."
"오전 11:27:16","success","[240/825] 후포 해안변 공원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:16","success","[240/825] 후포 해안변 공원 : 주소 검색 성공[road]"
"오전 11:27:16","info","[240/825] 후포 해안변 공원 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 후포 해안변 공원"""
"오전 11:27:16","info","[240/825] 후포 해안변 공원 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:16","success","[240/825] 후포 해안변 공원 : 변환 성공"
"오전 11:27:16","info","[241/825] 추자교량 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 추자면 영흥리 100-1"""
"오전 11:27:16","info","[241/825] 추자교량 : 역지오코딩 검증 중..."
"오전 11:27:16","success","[241/825] 추자교량 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:16","success","[241/825] 추자교량 : 주소 검색 성공[jibun]"
"오전 11:27:16","info","[241/825] 추자교량 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 추자교량"""
"오전 11:27:16","warning","[241/825] 추자교량 : [DOUBLE-CHECK] 시설명 위치와 불일치 (173m)"
"오전 11:27:16","success","[241/825] 추자교량 : 변환 성공"
"오전 11:27:16","info","[242/825] 등대공원 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 추자면 영흥4길 46"""
"오전 11:27:17","info","[242/825] 등대공원 : 역지오코딩 검증 중..."
"오전 11:27:17","success","[242/825] 등대공원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:17","success","[242/825] 등대공원 : 주소 검색 성공[road]"
"오전 11:27:17","info","[242/825] 등대공원 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 등대공원"""
"오전 11:27:17","warning","[242/825] 등대공원 : [DOUBLE-CHECK] 시설명 위치와 불일치 (80485m)"
"오전 11:27:17","success","[242/825] 등대공원 : 변환 성공"
"오전 11:27:17","info","[243/825] 오지박 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 추자면 묵리 산39-3"""
"오전 11:27:17","info","[243/825] 오지박 : 역지오코딩 검증 중..."
"오전 11:27:17","success","[243/825] 오지박 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:17","success","[243/825] 오지박 : 주소 검색 성공[jibun]"
"오전 11:27:17","info","[243/825] 오지박 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 오지박"""
"오전 11:27:17","warning","[243/825] 오지박 : [DOUBLE-CHECK] 시설명 위치와 불일치 (218m)"
"오전 11:27:17","success","[243/825] 오지박 : 변환 성공"
"오전 11:27:17","info","[244/825] 모진이 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 추자면 신양리 47지선"""
"오전 11:27:17","info","[244/825] 모진이 : 역지오코딩 검증 중..."
"오전 11:27:18","success","[244/825] 모진이 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:18","success","[244/825] 모진이 : 주소 검색 성공[road]"
"오전 11:27:18","info","[244/825] 모진이 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 모진이"""
"오전 11:27:18","success","[244/825] 모진이 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (123m)"
"오전 11:27:18","success","[244/825] 모진이 : 변환 성공"
"오전 11:27:18","info","[245/825] 하추자대합실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 추자면 신양2길 28-3"""
"오전 11:27:18","info","[245/825] 하추자대합실 : 역지오코딩 검증 중..."
"오전 11:27:18","success","[245/825] 하추자대합실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:18","success","[245/825] 하추자대합실 : 주소 검색 성공[road]"
"오전 11:27:18","info","[245/825] 하추자대합실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 하추자대합실"""
"오전 11:27:18","info","[245/825] 하추자대합실 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:18","success","[245/825] 하추자대합실 : 변환 성공"
"오전 11:27:18","info","[246/825] 예초리 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 추자면 예초리 200-5"""
"오전 11:27:18","info","[246/825] 예초리 : 역지오코딩 검증 중..."
"오전 11:27:19","success","[246/825] 예초리 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:19","success","[246/825] 예초리 : 주소 검색 성공[jibun]"
"오전 11:27:19","info","[246/825] 예초리 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 예초리"""
"오전 11:27:19","warning","[246/825] 예초리 : [DOUBLE-CHECK] 시설명 위치와 불일치 (1247m)"
"오전 11:27:19","success","[246/825] 예초리 : 변환 성공"
"오전 11:27:19","info","[247/825] 신대 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 추자면 예초리 75"""
"오전 11:27:19","info","[247/825] 신대 : 역지오코딩 검증 중..."
"오전 11:27:19","success","[247/825] 신대 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:19","success","[247/825] 신대 : 주소 검색 성공[jibun]"
"오전 11:27:19","info","[247/825] 신대 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:19","success","[247/825] 신대 : 변환 성공"
"오전 11:27:19","info","[248/825] 대서광장 : 주소 검색 시도[jibun]-> ""제주특별자치도 제주시 추자면 대서리 147-16"""
"오전 11:27:19","info","[248/825] 대서광장 : 역지오코딩 검증 중..."
"오전 11:27:19","success","[248/825] 대서광장 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:19","success","[248/825] 대서광장 : 주소 검색 성공[jibun]"
"오전 11:27:19","info","[248/825] 대서광장 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 대서광장"""
"오전 11:27:19","info","[248/825] 대서광장 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:19","success","[248/825] 대서광장 : 변환 성공"
"오전 11:27:19","info","[249/825] 신양항 광장 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 추자로 576"""
"오전 11:27:20","info","[249/825] 신양항 광장 : 역지오코딩 검증 중..."
"오전 11:27:20","warning","[249/825] 신양항 광장 : 역지오코딩 검증[WARNING] - 주소 불일치(원본: 제주특별자치도 제주시 추자로 576, 역변환: 제주특별자치도 제주시 추자면 추자로 576)"
"오전 11:27:20","success","[249/825] 신양항 광장 : 주소 검색 성공[road]"
"오전 11:27:20","info","[249/825] 신양항 광장 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 신양항 광장"""
"오전 11:27:20","info","[249/825] 신양항 광장 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:20","success","[249/825] 신양항 광장 : 변환 성공"
"오전 11:27:20","info","[250/825] 제주항 9부두 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 임항로 197"""
"오전 11:27:20","info","[250/825] 제주항 9부두 : 역지오코딩 검증 중..."
"오전 11:27:20","success","[250/825] 제주항 9부두 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:20","success","[250/825] 제주항 9부두 : 주소 검색 성공[road]"
"오전 11:27:20","info","[250/825] 제주항 9부두 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주항 9부두"""
"오전 11:27:20","success","[250/825] 제주항 9부두 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (86m)"
"오전 11:27:20","warning","[250/825] 제주항 9부두 : [DOUBLE-CHECK] 주소 번호 불일치 (197 vs 1451), 하지만 위치 근접하여 허용"
"오전 11:27:20","success","[250/825] 제주항 9부두 : 변환 성공"
"오전 11:27:20","info","[251/825] 제주항 3부두 임항창고 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 임항로 127"""
"오전 11:27:20","info","[251/825] 제주항 3부두 임항창고 : 역지오코딩 검증 중..."
"오전 11:27:21","success","[251/825] 제주항 3부두 임항창고 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:21","success","[251/825] 제주항 3부두 임항창고 : 주소 검색 성공[road]"
"오전 11:27:21","info","[251/825] 제주항 3부두 임항창고 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주항 3부두 임항창고"""
"오전 11:27:21","info","[251/825] 제주항 3부두 임항창고 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:21","success","[251/825] 제주항 3부두 임항창고 : 변환 성공"
"오전 11:27:21","info","[252/825] 제주항 5부두 임항창고 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 임항로 173"""
"오전 11:27:21","info","[252/825] 제주항 5부두 임항창고 : 역지오코딩 검증 중..."
"오전 11:27:21","success","[252/825] 제주항 5부두 임항창고 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:21","success","[252/825] 제주항 5부두 임항창고 : 주소 검색 성공[road]"
"오전 11:27:21","info","[252/825] 제주항 5부두 임항창고 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주항 5부두 임항창고"""
"오전 11:27:21","info","[252/825] 제주항 5부두 임항창고 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 11:27:21","success","[252/825] 제주항 5부두 임항창고 : 변환 성공"
"오전 11:27:21","info","[253/825] 한라생태숲 주차장 공중화장실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시516로2596 한라생태숲"""
"오전 11:27:21","warning","[253/825] 한라생태숲 주차장 공중화장실 : 검색 결과 없음(NULL) -> ""제주특별자치도 제주시516로2596 한라생태숲"""
"오전 11:27:21","info","[253/825] 한라생태숲 주차장 공중화장실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 한라생태숲 주차장"""
"오전 11:27:22","info","[253/825] 한라생태숲 주차장 공중화장실 : [PHASE B] 주소 검색 실패, 시설명 검색 결과 검토 중..."
"오전 11:27:22","success","[253/825] 한라생태숲 주차장 공중화장실 : [PHASE B] 시설명 검색 결과 기반으로 좌표 결정"
"오전 11:27:22","success","[253/825] 한라생태숲 주차장 공중화장실 : 변환 성공"
"오전 11:27:22","info","[254/825] 유아숲체험원 화장실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시516로2596 한라생태숲"""
"오전 11:27:22","warning","[254/825] 유아숲체험원 화장실 : 검색 결과 없음(NULL) -> ""제주특별자치도 제주시516로2596 한라생태숲"""
"오전 11:27:22","info","[254/825] 유아숲체험원 화장실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 유아숲체험원"""
"오전 11:27:22","info","[254/825] 유아숲체험원 화장실 : [PHASE B] 주소 검색 실패, 시설명 검색 결과 검토 중..."
"오전 11:27:22","success","[254/825] 유아숲체험원 화장실 : [PHASE B] 시설명 검색 결과 기반으로 좌표 결정"
"오전 11:27:22","success","[254/825] 유아숲체험원 화장실 : 변환 성공"
"오전 11:27:22","info","[255/825] 단풍나무숲 화장실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시516로2596 한라생태숲"""
"오전 11:27:22","warning","[255/825] 단풍나무숲 화장실 : 검색 결과 없음(NULL) -> ""제주특별자치도 제주시516로2596 한라생태숲"""
"오전 11:27:22","info","[255/825] 단풍나무숲 화장실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 단풍나무숲"""
"오전 11:27:22","error","[255/825] 단풍나무숲 화장실 : 처리 실패 - 좌표를 찾을 수 없음 "
"오전 11:27:22","info","[256/825] 제주특별자치도청 제1청사 화장실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 문연로 6"""
"오전 11:27:22","info","[256/825] 제주특별자치도청 제1청사 화장실 : 역지오코딩 검증 중..."
"오전 11:27:23","success","[256/825] 제주특별자치도청 제1청사 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:23","success","[256/825] 제주특별자치도청 제1청사 화장실 : 주소 검색 성공[road]"
"오전 11:27:23","info","[256/825] 제주특별자치도청 제1청사 화장실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주특별자치도청 제1청사"""
"오전 11:27:23","success","[256/825] 제주특별자치도청 제1청사 화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (83m)"
"오전 11:27:23","success","[256/825] 제주특별자치도청 제1청사 화장실 : 변환 성공"
"오전 11:27:23","info","[257/825] 제주특별자치도청 제2청사 화장실 : 주소 검색 시도[road]-> ""제주특별자치도 제주시 문연로 30"""
"오전 11:27:23","info","[257/825] 제주특별자치도청 제2청사 화장실 : 역지오코딩 검증 중..."
"오전 11:27:23","success","[257/825] 제주특별자치도청 제2청사 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 11:27:23","success","[257/825] 제주특별자치도청 제2청사 화장실 : 주소 검색 성공[road]"
"오전 11:27:23","info","[257/825] 제주특별자치도청 제2청사 화장실 : 시설명 교차 검증 중 [Phase B] -> ""제주특별자치도 제주특별자치도청 제2청사"""
"오전 11:27:23","success","[257/825] 제주특별자치도청 제2청사 화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (33m)"
"오전 11:27:23","success","[257/825] 제주특별자치도청 제2청사 화장실 : 변환 성공"
"오전 11:27:23","info","[258/825] 해녀박물관(야외광장) : 주소 검색 시도[road]-> ""제주특별자치도 제주시 해녀박물관길 26"""
"오전 11:27:23","info","[258/825] 해녀박물관(야외광장) : 역지오코딩 검증 중..."
"오전 11:27:23","warning","[258/825] 해녀박물관(야외광장) : 역지오코딩 검증[WARNING] - 주소 불일치(원본: 제주특별자치도 제주시 해녀박물관길 26, 역변환: 제주특별자치도 제주시 구좌읍 해녀박물관길 26)"
"오전 11:27:23","success","[258/825] 해녀박물관(야외광장) : 주소 검색 성공[road]"
